create_time,symbol,sum_open_interest,sum_open_interest_value,count_toptrader_long_short_ratio,sum_toptrader_long_short_ratio,count_long_short_ratio,sum_taker_long_short_vol_ratio
2023-01-01 00:00:00,BTCUSDT,105692.75700000,1747893968.88750000,2.097981757398159,1.0820051693,2.22117548646657,0.9149287822
2023-01-01 00:05:00,BTCUSDT,105580.23600000,1745156836.89120000,2.097388937012746,1.0843012508,2.2187363227629016,0.5595898573
2023-01-01 00:10:00,BTCUSDT,105601.02800000,1744687384.10200000,2.097455355301687,1.0844735300,2.2188146380270486,0.5776672113
2023-01-01 00:15:00,BTCUSDT,105606.89300000,1744351294.43820000,2.09094275955722,1.0845615653,2.214558093346574,1.1165517613
2023-01-01 00:20:00,BTCUSDT,105645.22800000,1746362422.14493300,2.0888377066710535,1.0853517070,2.213266379532779,1.2364491179
2023-01-01 00:25:00,BTCUSDT,105737.51900000,1748031516.60420000,2.0942378186910497,1.0856893574,2.219187340966921,1.6756154350
2023-01-01 00:30:00,BTCUSDT,105802.00400000,1749929375.83555300,2.096800791556728,1.0851832552,2.222664411501343,1.5011719862
2023-01-01 00:35:00,BTCUSDT,105889.39300000,1749499040.61857370,2.100990507635163,1.0846929567,2.2245641270599474,0.2275006015
2023-01-01 00:40:00,BTCUSDT,105919.94300000,1749998706.25170000,2.0957797560171447,1.0845251326,2.2229366564478243,0.9153745560
2023-01-01 00:45:00,BTCUSDT,106001.47800000,1750699210.35240000,2.09692846835704,1.0847983503,2.224372374524677,1.1595181065
2023-01-01 00:50:00,BTCUSDT,106118.44200000,1753957444.90860000,2.093103590081013,1.0849995546,2.2220786963434023,1.6706982449
2023-01-01 00:55:00,BTCUSDT,106159.73700000,1754724908.84670000,2.091574188244965,1.0851109488,2.221021689044252,1.0865826392
2023-01-01 01:00:00,BTCUSDT,106174.87900000,1754779180.67557240,2.091813250041098,1.0850094356,2.2212756662297948,0.7231348786
2023-01-01 01:05:00,BTCUSDT,106133.57700000,1754334961.02150000,2.09009120039438,1.0850750689,2.2210486608826856,1.7022778061
2023-01-01 01:10:00,BTCUSDT,106120.74400000,1755014252.19760000,2.0898188837323914,1.0847357520,2.2227562511171577,4.2700617633
2023-01-01 01:15:00,BTCUSDT,106193.24500000,1756149550.53850000,2.0944506149985602,1.0851082583,2.2272419964207595,1.0985626432
2023-01-01 01:20:00,BTCUSDT,106198.15100000,1756000902.34486410,2.094713022011932,1.0849403333,2.227524906043071,0.7512625688
2023-01-01 01:25:00,BTCUSDT,106182.83900000,1755658914.87770000,2.090797041906327,1.0846004617,2.224795423850004,0.5774510933
2023-01-01 01:30:00,BTCUSDT,106215.87400000,1755879779.54541900,2.091880341880342,1.0844731006,2.225099799408155,0.5444992805
2023-01-01 01:35:00,BTCUSDT,106210.29500000,1755475618.84850000,2.0916300283518923,1.0845266153,2.224726463988562,0.6004745216
2023-01-01 01:40:00,BTCUSDT,106197.05100000,1755663966.01490710,2.0908605463134116,1.0838494513,2.224151962049185,1.2960702507
2023-01-01 01:45:00,BTCUSDT,106213.89000000,1756398456.02453330,2.0897483269696595,1.0837988249,2.224630346333234,2.5887789395
2023-01-01 01:50:00,BTCUSDT,106224.79800000,1757276833.31400000,2.0905207819944143,1.0834039705,2.228549854945754,2.7504721964
2023-01-01 01:55:00,BTCUSDT,106228.08000000,1757437355.52000000,2.093814263387349,1.0833873501,2.2324785644657528,1.5129910857
2023-01-01 02:00:00,BTCUSDT,106225.52100000,1758088722.39197250,2.0990927835051547,1.0827584575,2.2419254968540896,2.3938164705
2023-01-01 02:05:00,BTCUSDT,106291.04900000,1758233281.92560700,2.096573593608434,1.0827512460,2.238797934073823,0.6505220373
2023-01-01 02:10:00,BTCUSDT,106310.54600000,1758541546.12367150,2.0956772334293947,1.0825707903,2.2386735263619686,1.5811504401
